Time,phi,phi1d,phi2d,V1
23.700000000000067,0.1740900516465932,-0.03356714105783678,-1.0897586484568387,0.9724957120474618
23.720000000000052,0.1731849447674371,-0.05436754446418158,-1.0872383108320676,0.9724617558402568
23.74000000000005,0.17188747152294845,-0.07595879875536157,-1.0749134986198596,0.9724304368923496
23.76000000000005,0.17015358266857744,-0.09730222557293361,-1.0602281272712126,0.9723975149833048
23.78000000000005,0.16799636896293008,-0.11837117891152561,-1.043049202083698,0.9723681150114124
23.800000000000054,0.16542121919383443,-0.13907551696723627,-1.028795132102285,0.9723472372157962
23.820000000000054,0.16243549045966654,-0.15944370306762684,-1.002701190306113,0.972329184949528
23.840000000000053,0.1590473871905427,-0.17925555228759518,-0.9860294390915576,0.9723159876628648
23.860000000000053,0.15526688203335617,-0.19876596594783016,-0.9574558096680622,0.9722938588260008
23.880000000000038,0.1511017592369476,-0.2176031178946481,-0.9298816631471549,0.9722840744542393
23.900000000000038,0.14656604802923892,-0.23588538741151838,-0.897918773333735,0.9722729225356138
23.920000000000037,0.1416709612019821,-0.25350349504608527,-0.8681925720237367,0.9722652539153624
23.940000000000037,0.13642987661273379,-0.270506546709474,-0.8277712376993557,0.9722606402524998
23.960000000000033,0.13085635093463346,-0.2866931682288067,-0.8003223906826884,0.9722578736093258
23.980000000000032,0.12496565213059582,-0.3022997341110158,-0.7578944405219927,0.9722539312760496
24.000000000000032,0.11877027813120569,-0.3170792383992711,-0.7220039649772835,0.9722559647945684
24.020000000000035,0.11228704468202896,-0.33113112352802115,-0.6785662948166357,0.9722585371847025
24.040000000000024,0.10553140137596256,-0.3442641197925144,-0.6351181416137215,0.972260783714142
24.060000000000024,0.09852186868696926,-0.35655525888611317,-0.5944602720146963,0.972267880346018
24.08000000000002,0.09127497043074732,-0.3679908293405251,-0.5485744207115941,0.9722752013164364
24.100000000000016,0.08380843570952334,-0.3785031202929828,-0.5059578344143054,0.972281466125936
24.120000000000008,0.07614045751861243,-0.3881570479269938,-0.4576877431605176,0.9722888878274704
24.14000000000001,0.06828900446966683,-0.3968093911384685,-0.41353587827203725,0.9722957661963028
24.16000000000001,0.06027373055985359,-0.40458137549855283,-0.35826696979942024,0.9723033522770625
24.18000000000001,0.052113525787218964,-0.4112321667171555,-0.3104411732998479,0.9723080630272548
24.20000000000001,0.04383034902536936,-0.4169442703275408,-0.25892191556574995,0.9723118119109364
24.22000000000001,0.03544302306543853,-0.4216032748645499,-0.2078830538717312,0.9723128376324304
24.24000000000001,0.02697290773995214,-0.4252405947864186,-0.1554995150299886,0.9723110203373468
24.26,0.01844047435160965,-0.4278245410071383,-0.10345820931028127,0.9723073846268736
24.28,0.009866832167227607,-0.4293671156878185,-0.050588720124479444,0.9722997305289472
24.3,0.001272852752192633,-0.4298535789136323,0.0015830927150703084,0.97228993446255
24.32,-0.007320402549285939,-0.42929993331635846,0.05421388967208928,0.9722773486195956
24.339999999999996,-0.015892126657180577,-0.42769677503812253,0.10611731686251857,0.9722608325764586
24.35999999999999,-0.02442144929899138,-0.42506605912408824,0.15792845896939747,0.9722404272730336
24.379999999999992,-0.03288771053595536,-0.42138247809703966,0.21111198793979535,0.9722157443917736
24.39999999999999,-0.041269734263403815,-0.4166438788529649,0.2609370964291868,0.9721869557848624
24.419999999999984,-0.04954695426500216,-0.41091962611920074,0.3109941271799355,0.9721508087189492
24.439999999999987,-0.05769959511468987,-0.40417033772535704,0.361766893787985,0.9721098821280126
24.45999999999998,-0.06570736027958826,-0.39644844809325636,0.4126109810776775,0.9720671813210808
24.479999999999976,-0.07355074055860826,-0.3877186537288588,0.4598837623185075,0.972018212304474
24.499999999999968,-0.08121008226038429,-0.37806972489154017,0.5058199466896035,0.9719686174319488
24.519999999999968,-0.08866734326008038,-0.3675036941385613,0.549897456725661,0.9719142492842172
24.539999999999967,-0.09590449035277156,-0.3560706992584016,0.5948910141327695,0.9718596150346758
24.559999999999967,-0.10290420065984111,-0.3437508698194524,0.6370143587077356,0.9718004699099054
24.579999999999966,-0.10964920614742373,-0.3306210956314429,0.6806185444933425,0.9717371077383424
24.599999999999966,-0.11612327865683669,-0.3166410937930031,0.717676623493843,0.9716704095768692
24.619999999999962,-0.1223097959835617,-0.3018882909267433,0.7560582587322002,0.9716023831111728
